Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
532508,Jindal Stainless Limited,JSL,JINDAL STAINLESS LTD.,Active,A ,2,INE220G01021,Iron & Steel/Interm.Products,Equity
532509,Suprajit Engineering Ltd.,SUPRAJIT,SUPRAJIT ENGINEERING LTD.-$,Active,A ,1,INE399C01030,Auto Parts & Equipment,Equity
532514,Indraprashtha Gas Ltd.,IGL,INDRAPRASTHA GAS LTD.,Active,A ,2,INE203G01027,Utilities:Non-Elec.,Equity
532515,T.V.Today Network Limited,TVTODAY,TV TODAY NETWORK LTD.,Active,A ,5,INE038F01029,Broadcasting & Cable TV,Equity
532522,PETRONET LNG LTD.,PETRONET,PETRONET LNG LTD.,Active,A ,10,INE347G01014,Oil Marketing & Distribution,Equity
532523,Biocon Ltd.,BIOCON,BIOCON LTD.,Active,A ,5,INE376G01013,Biotechnology,Equity
532524,PTC India Ltd,PTC,PTC INDIA LTD.,Active,A ,10,INE877F01012,Electric Utilities,Equity
532525,Bank of maharashtra,MAHABANK,BANK OF MAHARASHTRA,Active,A ,10,INE457A01014,Banks,Equity
532527,ramkrishna forgings Ltd.,RKFORGE,RAMKRISHNA FORGINGS LTD.,Active,A ,10,INE399G01015,Other Industrial Products,Equity
532531,STRIDES PHARMA SCIENCE LIMITED,STAR,Strides Pharma Science Ltd,Active,A ,10,INE939A01011,Pharmaceuticals,Equity
532538,UltraTech Cement Ltd,ULTRACEMCO,ULTRATECH CEMENT LTD.,Active,A ,10,INE481G01011,Cement & Cement Products,Equity
532539,Minda Industries Ltd.,MINDAIND,MINDA INDUSTRIES LTD.-$,Active,A ,2,INE405E01023,Auto Parts & Equipment,Equity
532540,Tata Consultancy Services Ltd.,TCS,TATA CONSULTANCY SERVICES LTD.,Active,A ,1,INE467B01029,IT Consulting & Software,Equity
532541,COFORGE LIMITED,COFORGE,Coforge Ltd,Active,A ,10,INE591G01017,IT Consulting & Software,Equity
532548,Century Plyboards (India) Ltd.,CENTURYPLY,CENTURY PLYBOARDS (I) LTD.-$,Active,A ,1,INE348B01021,Forest Products,Equity
532553,Welspun Enterprises Limited,WELENT,Welspun Enterprises Ltd,Active,A ,10,INE625G01013,Construction & Engineering,Equity
532555,NTPC Limited,NTPC,NTPC LTD.,Active,A ,10,INE733E01010,Electric Utilities,Equity
532610,Dwarikesh Sugar Industries Ltd.,DWARKESH,DWARIKESH SUGAR INDUSTRIES LTD.,Active,A ,1,INE366A01041,Sugar,Equity
532612,Indoco Remedies Ltd.,INDOCO,INDOCO REMEDIES LTD.,Active,A ,2,INE873D01024,Pharmaceuticals,Equity
532638,Shoppers Stop Ltd,SHOPERSTOP,SHOPPERS STOP LTD.,Active,A ,5,INE498B01024,Department Stores,Equity
532642,JSW Holdings Limited,JSWHL,JSW Holdings Limited,Active,A ,10,INE824G01012,Holding Companies,Equity
532644,J.K. CEMENT LTD,JKCEMENT,J.K.CEMENT LTD.,Active,A ,10,INE823G01014,Cement & Cement Products,Equity
532648,Yes Bank Ltd.,YESBANK,YES BANK LTD.,Active,A ,2,INE528G01035,Banks,Equity
532652,Karnataka Bank Ltd.,KTKBANK,KARNATAKA BANK LTD.,Active,A ,10,INE614B01018,Banks,Equity
532659,IDFC LIMITED,IDFC,IDFC LIMITED,Active,A ,10,INE043D01016,Finance (including NBFCs),Equity
532663,Sasken Technologies Limited,SASKEN,Sasken Technologies Ltd,Active,A ,10,INE231F01020,IT Consulting & Software,Equity
532667,SUZLON ENERGY LTD.,SUZLON,SUZLON ENERGY LTD.,Active,A ,2,INE040H01021,Heavy Electrical Equipment,Equity
532683,AIA Engineering Ltd.,AIAENG,AIA ENGINEERING LTD.,Active,A ,2,INE212H01026,Other Industrial Goods,Equity
532689,PVR Ltd.,PVR,PVR LTD.,Active,A ,10,INE191H01014,Specialty Retail,Equity
532702,Gujarat State Petronet Ltd.,GSPL,GUJARAT STATE PETRONET LTD.,Active,A ,10,INE246F01010,Utilities:Non-Elec.,Equity
532705,Jagran Prakashan Limited,JAGRAN*,JAGRAN PRAKASHAN LTD.,Active,A ,2,INE199G01027,Publishing,Equity
532706,Inox Leisure Limited,INOXLEISUR,INOX LEISURE LTD.,Active,A ,10,INE312H01016,Specialty Retail,Equity
532710,Sadbhav Engineering Ltd.,SADBHAV,SADBHAV ENGINEERING LTD.,Active,A ,1,INE226H01026,Construction & Engineering,Equity
532714,KEC International Ltd.,KEC,KEC INTERNATIONAL LTD.,Active,A ,2,INE389H01022,Heavy Electrical Equipment,Equity
532720,Mahindra & Mahindra Financial Services Limited,M&MFIN,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,Active,A ,2,INE774D01024,Finance (including NBFCs),Equity
532725,Solar Industries India Limited,SOLARINDS,SOLAR INDUSTRIES INDIA LTD.,Active,A ,2,INE343H01029,Specialty Chemicals,Equity
532733,SUN TV NETWORK LIMITED,SUNTV,SUN TV NETWORK LTD.,Active,A ,5,INE424H01027,Broadcasting & Cable TV,Equity
532735,R Systems International Limited,RSYSTEMINT,R Systems International Limited,Active,A ,1,INE411H01032,IT Consulting & Software,Equity
532749,Allcargo Logistics Ltd,ALLCARGO,ALLCARGO LOGISTICS LTD.,Active,A ,2,INE418H01029,Transportation - Logistics,Equity
532754,GMR Infrastructure Limited,GMRINFRA,GMR INFRASTRUCTURE LTD.,Active,A ,1,INE776C01039,Airport Services,Equity
532755,Tech Mahindra Limited,TECHM,TECH MAHINDRA LTD.,Active,A ,5,INE669C01036,IT Consulting & Software,Equity
532756,Mahindra CIE Automotive Limited,MAHINDCIE,Mahindra CIE Automotive Limited,Active,A ,10,INE536H01010,Other Industrial Products,Equity
532757,VOLTAMP TRANSFORMERS LIMITED,VOLTAMP,VOLTAMP TRANSFORMERS LTD.,Active,A ,10,INE540H01012,Heavy Electrical Equipment,Equity
532762,Action Construction Equipments Ltd.,ACE,ACTION CONSTRUCTION EQUIPMENT LTD.,Active,A ,2,INE731H01025,Transport Related Services,Equity
532772,DCB Bank Limited,DCBBANK,DCB Bank Limited,Active,A ,10,INE503A01015,Banks,Equity
532777,Info Edge(India) Ltd.,NAUKRI,INFO EDGE (INDIA) LTD.,Active,A ,10,INE663F01024,Internet & Catalogue Retail,Equity
532779,TORRENT POWER LIMITED,TORNTPOWER,TORRENT POWER LTD.,Active,A ,10,INE813H01021,Electric Utilities,Equity
532783,LT Foods Limited,DAAWAT,LT FOODS LTD.,Active,A ,1,INE818H01020,Packaged Foods,Equity
532784,Sobha Limited,SOBHA,Sobha Limited,Active,A ,10,INE671H01015,Realty,Equity
532798,Network 18 Media & Investments Limited,NETWORK18,NETWORK18 MEDIA & INVESTMENTS LTD.,Active,A ,5,INE870H01013,Advertising & Media,Equity
532800,TV18 Broadcast Ltd.,TV18BRDCST,TV18 BROADCAST LTD.,Active,A ,2,INE886H01027,Broadcasting & Cable TV,Equity
532805,Redington (India) ltd.,REDINGTON,REDINGTON (INDIA) LTD.,Active,A ,2,INE891D01026,Comm.Trading  & Distribution,Equity
532809,Firstsource Solutions Ltd.,FSL,FIRSTSOURCE SOLUTIONS LTD.,Active,A ,10,INE684F01012,BPO/KPO,Equity
532810,Power Finance Corporation Ltd,PFC,POWER FINANCE CORPORATION LTD.,Active,A ,10,INE134E01011,Finance (including NBFCs),Equity
532811,Ahluwalia Contracts (India) Ltd,AHLUCONT,AHLUWALIA CONTRACTS (INDIA) LTD.,Active,A ,2,INE758C01029,Realty,Equity
532814,Indian Bank,INDIANB,INDIAN BANK,Active,A ,10,INE562A01011,Banks,Equity
532819,MindTree  Limited,MINDTREE,MINDTREE LTD.,Active,A ,10,INE018I01017,IT Consulting & Software,Equity
532822,VODAFONE IDEA LIMITED,IDEA,Vodafone Idea Ltd,Active,A ,10,INE669E01016,Telecom Services,Equity
532827,Page Industries Ltd.,PAGEIND,PAGE INDUSTRIES LTD.,Active,A ,10,INE761H01022,Other Apparels & Accessories,Equity
532830,ASTRAL LIMITED,ASTRAL,Astral Ltd,Active,A ,1,INE006I01046,Plastic Products,Equity
532832,Indiabulls Real Estate Limited,IBREALEST,INDIABULLS REAL ESTATE LTD.,Active,A ,2,INE069I01010,Realty,Equity
532834,Camlin Fine Sciences Ltd,CAMLINFINE,CAMLIN FINE SCIENCES LTD.,Active,A ,1,INE052I01032,Specialty Chemicals,Equity
532835,ICRA Limited,ICRA,ICRA LTD.,Active,A ,10,INE725G01011,Other Financial Services,Equity
532839,Dish TV India Limited,DISHTV,DISH TV INDIA LTD.,Active,A ,1,INE836F01026,Broadcasting & Cable TV,Equity
532843,Fortis Healthcare Ltd,FORTIS,FORTIS HEALTHCARE LTD.,Active,A ,10,INE061F01013,Healthcare Facilities,Equity
532848,Delta Corp Limited,DELTACORP,DELTA CORP LTD.,Active,A ,1,INE124G01033,Misc.Commercial Services,Equity
532851,Insecticides India Ltd.,INSECTICID,INSECTICIDES (INDIA) LTD.,Active,A ,10,INE070I01018,Agrochemicals,Equity
532856,Time Technoplast Limited,TIMETECHNO,TIME TECHNOPLAST LTD.,Active,A ,1,INE508G01029,Plastic Products,Equity
532868,DLF LIMITED,DLF,DLF LTD.,Active,A ,2,INE271C01023,Realty,Equity
532872,Sun Pharma Advanced Research Company Ltd.,SPARC,SUN PHARMA ADVANCED RESEARCH COMPANY LTD.,Active,A ,1,INE232I01014,Pharmaceuticals,Equity
532880,OMAXE LIMITED,OMAXE,OMAXE LTD.,Active,A ,10,INE800H01010,Realty,Equity
532885,Central Bank of India,CENTRALBK,CENTRAL BANK OF INDIA,Active,A ,10,INE483A01010,Banks,Equity
532888,ASIAN GRANITO INDIA LIMITED,ASIANTILES,ASIAN GRANITO INDIA LTD.,Active,A ,10,INE022I01019,Furniture-Furnishing-Paints,Equity
532889,K.P.R. Mill Ltd.,KPRMILL,K.P.R. Mill Limited,Active,A ,5,INE930H01023,Textiles,Equity
532890,Take Solutions Ltd,TAKE,TAKE SOLUTIONS LTD.,Active,A ,1,INE142I01023,Pharmaceuticals,Equity
532892,Motilal Oswal Financial Services Limited,MOTILALOFS,MOTILAL OSWAL FINANCIAL SERVICES LTD.,Active,A ,1,INE338I01027,Finance (including NBFCs),Equity
532898,POWER GRID CORPORATION OF INDIA LIMITED,POWERGRID,POWER GRID CORPORATION OF INDIA LTD.,Active,A ,10,INE752E01010,Electric Utilities,Equity
532899,Kaveri Seed Company Ltd,KSCL,KAVERI SEED COMPANY LTD.,Active,A ,2,INE455I01029,Other Agricultural Products,Equity
532900,PAISALO DIGITAL LIMITED,PAISALO,Paisalo Digital Ltd,Active,A ,10,INE420C01042,Finance (including NBFCs),Equity
532915,Religare Enterprises Ltd,RELIGARE,RELIGARE ENTERPRISES LTD.,Active,A ,10,INE621H01010,Other Financial Services,Equity
532921,Adani Ports and Special Economic Zone Ltd,ADANIPORTS,ADANI PORTS AND SPECIAL ECONOMIC ZONE LTD.,Active,A ,2,INE742F01042,Marine Port & Services,Equity
532922,Edelweiss Financial Services Ltd.,EDELWEISS,Edelweiss Financial Services Ltd.,Active,A ,1,INE532F01054,Other Financial Services,Equity
532924,Kolte-Patil Developers Ltd,KOLTEPATIL,KOLTE-PATIL DEVELOPERS LTD.,Active,A ,10,INE094I01018,Realty,Equity
532926,JYOTHY LABS LIMITED,JYOTHYLAB,Jyothy Labs Ltd,Active,A ,1,INE668F01031,Household Products,Equity
532929,Brigade Enterprises Limited,BRIGADE,BRIGADE ENTERPRISES LTD.,Active,A ,10,INE791I01019,Realty,Equity
532940,J. Kumar Infraprojects Limited,JKIL,J.KUMAR INFRAPROJECTS LTD.,Active,A ,5,INE576I01022,Construction & Engineering,Equity
532942,KNR Constructions Limited,KNRCON,KNR CONSTRUCTIONS LTD.,Active,A ,2,INE634I01029,Construction & Engineering,Equity
532947,IRB Infrastructure Developers Limited,IRB,IRB INFRASTRUCTURE DEVELOPERS LTD.,Active,A ,10,INE821I01014,Roads & Highways,Equity
532953,V-Guard Industries Ltd.,VGUARD,V-GUARD INDUSTRIES LTD.,Active,A ,1,INE951I01027,Other Elect.Equip./ Prod.,Equity
532955,REC LIMITED,RECLTD,REC Ltd,Active,A ,10,INE020B01018,Finance (including NBFCs),Equity
532966,Titagarh Wagons Ltd,TWL,TITAGARH WAGONS LTD.,Active,A ,2,INE615H01020,Commercial Vehicles,Equity
532967,KIRI INDUSTRIES LIMITED,KIRIINDUS,KIRI INDUSTRIES LTD.,Active,A ,10,INE415I01015,Specialty Chemicals,Equity
532977,Bajaj Auto Limited,BAJAJ-AUTO,BAJAJ AUTO LTD.,Active,A ,10,INE917I01010,2/3 Wheelers,Equity
532978,Bajaj Finserv Limited,BAJAJFINSV,BAJAJ FINSERV LTD.,Active,A ,5,INE918I01018,Holding Companies,Equity
533023,WABCO India Ltd,WABCOINDIA,WABCO INDIA LTD.,Active,A ,5,INE342J01019,Auto Parts & Equipment,Equity
533033,ISGEC Heavy Engineering Limited,ISGEC,ISGEC Heavy Engineering Ltd,Active,A ,1,INE858B01029,Industrial Machinery,Equity
533080,Mold-Tek Packaging Limited,MOLDTKPAC,Mold-Tek Packaging Limited,Active,A ,5,INE893J01029,Containers & Packaging,Equity
533088,Mahindra Holidays & Resorts India Limited,MHRIL,MAHINDRA HOLIDAYS & RESORTS INDIA LTD.,Active,A ,10,INE998I01010,Hotels,Equity
533098,NHPC Limited,NHPC,NHPC LTD.,Active,A ,10,INE848E01016,Electric Utilities,Equity
533106,Oil India Limited,OIL,OIL INDIA LTD.,Active,A ,10,INE274J01014,Exploration & Production,Equity
533137,DEN Networks Limited,DEN,Den Networks Ltd,Active,A ,10,INE947J01015,Broadcasting & Cable TV,Equity
533138,ASTEC LIFESCIENCES LIMITED,ASTEC,ASTEC LIFESCIENCES LIMITED,Active,A ,10,INE563J01010,Agrochemicals,Equity
533150,Godrej Properties Limited,GODREJPROP,Godrej Properties Ltd,Active,A ,5,INE484J01027,Realty,Equity
533151,D.B.Corp Limited,DBCORP,D B Corp Ltd,Active,A ,10,INE950I01011,Publishing,Equity
533155,Jubilant Foodworks Limited,JUBLFOOD,Jubilant FoodWorks Ltd,Active,A ,10,INE797F01012,Restaurants,Equity
533162,Hathway Cable & Datacom Limited,HATHWAY,Hathway Cable & Datacom Ltd,Active,A ,2,INE982F01036,Broadcasting & Cable TV,Equity
533179,Persistent Systems Limited,PERSISTENT,PERSISTENT SYSTEMS LTD.,Active,A ,10,INE262H01013,IT Consulting & Software,Equity
533206,SJVN LIMITED,SJVN,SJVN Ltd,Active,A ,10,INE002L01015,Electric Utilities,Equity
533229,BAJAJ CONSUMER CARE LIMITED,BAJAJCON,Bajaj Consumer Care Ltd,Active,A ,1,INE933K01021,Personal Products,Equity
533248,Gujarat Pipavav Port Limited,GPPL,GUJARAT PIPAVAV PORT LTD.,Active,A ,10,INE517F01014,Marine Port & Services,Equity
533269,VA Tech Wabag Limited,WABAG,VA TECH WABAG LTD.,Active,A ,2,INE956G01038,Utilities:Non-Elec.,Equity
533271,Ashoka Buildcon Limited,ASHOKA,ASHOKA BUILDCON LTD.,Active,A ,5,INE442H01029,Roads & Highways,Equity
533273,OBEROI REALTY LIMITED,OBEROIRLTY,OBEROI REALTY LTD.,Active,A ,10,INE093I01010,Realty,Equity
533274,Prestige Estates Projects Limited,PRESTIGE,PRESTIGE ESTATES PROJECTS LTD.,Active,A ,10,INE811K01011,Realty,Equity
533278,Coal India Limited,COALINDIA,COAL INDIA LTD.,Active,A ,10,INE522F01014,Coal,Equity
533286,MOIL Limited,MOIL,MOIL LTD.,Active,A ,10,INE490G01020,Mining,Equity
533293,Kirloskar Oil Engines Limited,KIRLOSENG,KIRLOSKAR OIL ENGINES LTD.,Active,A ,2,INE146L01010,Auto Parts & Equipment,Equity
533303,BF Investment Limited,BFINVEST,BF INVESTMENT LTD.,Active,A ,5,INE878K01010,Holding Companies,Equity
533326,Texmaco Rail & Engineering Limited,TEXRAIL,TEXMACO RAIL & ENGINEERING LTD.,Active,A ,1,INE621L01012,Construction & Engineering,Equity
533344,PTC India Financial Services Limited,PFS,PTC INDIA FINANCIAL SERVICES LTD.,Active,A ,10,INE560K01014,Finance (including NBFCs),Equity
533398,MUTHOOT FINANCE LIMITED,MUTHOOTFIN,MUTHOOT FINANCE LTD.,Active,A ,10,INE414G01012,Finance (including NBFCs),Equity
533400,Future Consumer Limited,FCONSUMER,Future Consumer Ltd,Active,A ,6,INE220J01025,Packaged Foods,Equity
533519,L&T FINANCE HOLDINGS LIMITED,L&TFH,L&T FINANCE HOLDINGS LTD.,Active,A ,10,INE498L01015,Holding Companies,Equity
533552,RUPA & COMPANY LIMITED,RUPA,RUPA & COMPANY LTD.,Active,A ,1,INE895B01021,Other Apparels & Accessories,Equity
533573,ALEMBIC PHARMACEUTICALS LIMITED,APLLTD,ALEMBIC PHARMACEUTICALS LTD.,Active,A ,2,INE901L01018,Pharmaceuticals,Equity
533655,Triveni Turbine Limited,TRITURBINE,TRIVENI TURBINE LTD.,Active,A ,1,INE152M01016,Heavy Electrical Equipment,Equity
533758,APL Apollo Tubes Limited,APLAPOLLO,APL APOLLO TUBES LTD.,Active,A ,2,INE702C01027,Iron & Steel Products,Equity
534076,RHI MAGNESITA INDIA LIMITED,RHIM,Rhi Magnesita India Ltd,Active,A ,1,INE743M01012,Other Industrial Goods,Equity
534091,Multi Commodity Exchange of India Ltd,MCX,MULTI COMMODITY EXCHANGE OF INDIA LTD.,Active,A ,10,INE745G01035,Investment Companies,Equity
534139,SCHNEIDER ELECTRIC INFRASTRUCTURE LIMITED,SCHNEIDER,SCHNEIDER ELECTRIC INFRASTRUCTURE LTD.,Active,A ,2,INE839M01018,Heavy Electrical Equipment,Equity
534309,NBCC (India) Limited,NBCC,NBCC (India) Ltd,Active,A ,1,INE095N01031,Construction & Engineering,Equity
534758,Cigniti Technologies Ltd,CIGNITI,CIGNITI TECHNOLOGIES LTD.,Active,A ,10,INE675C01017,IT Consulting & Software,Equity
534804,CARE Ratings Limited,CARERATING,CARE Ratings Ltd,Active,A ,10,INE752H01013,Other Financial Services,Equity
534809,PC JEWELLER LIMITED,PCJEWELLER,PC JEWELLER LTD.,Active,A ,10,INE785M01013,Other Apparels & Accessories,Equity
534816,INDUS TOWERS LIMITED,INDUSTOWER,Indus Towers Ltd,Active,A ,10,INE121J01017,Other Telecom Services,Equity
534976,V-Mart Retail Limited,VMART,V-MART RETAIL LTD.,Active,A ,10,INE665J01013,Department Stores,Equity
535322,Repco Home Finance Limited,REPCOHOME,REPCO HOME FINANCE LTD.,Active,A ,10,INE612J01015,Housing Finance ,Equity
535648,Just Dial Limited,JUSTDIAL,JUST DIAL LTD.,Active,A ,10,INE599M01018,Publishing,Equity
535754,ORIENT CEMENT LIMITED,ORIENTCEM,Orient Cement Ltd,Active,A ,1,INE876N01018,Cement & Cement Products,Equity
535755,Aditya Birla Fashion and Retail Limited,ABFRL,Aditya Birla Fashion and Retail Ltd,Active,A ,10,INE647O01011,Department Stores,Equity
535789,INDIABULLS HOUSING FINANCE LIMITED,IBULHSGFIN,Indiabulls Housing Finance Ltd,Active,A ,2,INE148I01020,Housing Finance ,Equity
536507,Future Lifestyle Fashions Limited,FLFL,Future Lifestyle Fashions Ltd,Active,A ,2,INE452O01016,Department Stores,Equity
537291,Nath Biogene India Ltd.,NATHBIOGEN,Nath Bio-Genes (India) Ltd,Active,A ,10,INE448G01010,Other Agricultural Products,Equity
538268,Wonderla Holidays Limited,WONDERLA,Wonderla Holidays Ltd,Active,A ,10,INE066O01014,Other Leisure Facilities,Equity
538566,APOLLO TRICOAT TUBES LIMITED,APOLLOTRI,Apollo Tricoat Tubes Ltd,Active,A ,2,INE919P01029,Comm.Trading  & Distribution,Equity
538567,Gulf Oil Lubricants India Limited,GULFOILLUB,Gulf Oil Lubricants India Ltd,Active,A ,2,INE635Q01029,Oil Marketing & Distribution,Equity
538635,SNOWMAN LOGISTICS LIMITED,SNOWMAN,Snowman Logistics Ltd,Active,A ,10,INE734N01019,Transportation - Logistics,Equity
538666,Sharda Cropchem Limited,SHARDACROP,Sharda Cropchem Ltd,Active,A ,10,INE221J01015,Agrochemicals,Equity
538835,INTELLECT DESIGN ARENA LIMITED,INTELLECT,Intellect Design Arena Ltd,Active,A ,5,INE306R01017,IT Software Products,Equity
538962,Minda Corporation Limited,MINDACORP,Minda Corporation Ltd,Active,A ,2,INE842C01021,Auto Parts & Equipment,Equity
539118,VRL Logistics Limited,VRLLOG,VRL Logistics Ltd,Active,A ,10,INE366I01010,Transportation - Logistics,Equity
539150,PNC Infratech Limited,PNCINFRA,PNC Infratech Ltd,Active,A ,2,INE195J01029,Roads & Highways,Equity
539201,SATIA INDUSTRIES LIMITED,SATIA,Satia Industries Ltd,Active,A ,1,INE170E01023,Paper & Paper Products,Equity
539268,Syngene International Limited,SYNGENE,Syngene International Ltd,Active,A ,10,INE398R01022,Pharmaceuticals,Equity
539289,MAJESCO LIMITED,MJCO,Majesco Ltd,Active,A ,5,INE898S01029,IT Consulting & Software,Equity
539302,Power Mech Projects Limited,POWERMECH,Power Mech Projects Ltd,Active,A ,10,INE211R01019,Construction & Engineering,Equity
539336,Gujarat Gas Limited,GUJGAS,Gujarat Gas Ltd,Active,A ,2,INE844O01030,Integrated Oil & Gas,Equity
539404,SATIN CREDITCARE NETWORK LIMITED,SATIN,Satin Creditcare Network Ltd,Active,A ,10,INE836B01017,Finance (including NBFCs),Equity
539437,IDFC FIRST BANK LIMITED,IDFCFIRSTB,IDFC First Bank Ltd,Active,A ,10,INE092T01019,Banks,Equity
539448,InterGlobe Aviation Limited,INDIGO,InterGlobe Aviation Ltd,Active,A ,10,INE646L01027,Airlines,Equity
539450,S H Kelkar and Company Limited,SHK,S H Kelkar and Company Ltd,Active,A ,10,INE500L01026,Personal Products,Equity
539523,Alkem Laboratories Limited,ALKEM,Alkem Laboratories Ltd,Active,A ,2,INE540L01014,Pharmaceuticals,Equity
539524,Dr. Lal Pathlabs Limited,LALPATHLAB,Dr. Lal PathLabs Ltd,Active,A ,10,INE600L01024,Healthcare Services,Equity
539542,LUX Industries Limited,LUXIND,Lux Industries Ltd,Active,A ,2,INE150G01020,Other Apparels & Accessories,Equity
539551,Narayana Hrudayalaya Limited,NH,Narayana Hrudayalaya Ltd,Active,A ,10,INE410P01011,Healthcare Facilities,Equity
539597,Jindal Stainless (Hisar) Limited,JSLHISAR,Jindal Stainless (Hisar) Ltd,Active,A ,2,INE455T01018,Iron & Steel Products,Equity
539658,TeamLease Services Limited,TEAMLEASE,TeamLease Services Ltd,Active,A ,10,INE985S01024,Sp.Consumer Services,Equity
539678,Quick Heal Technologies Limited,QUICKHEAL,Quick Heal Technologies Ltd,Active,A ,10,INE306L01010,IT Software Products,Equity
539787,HealthCare Global Enterprises Limited,HCG,HealthCare Global Enterprises Ltd,Active,A ,10,INE075I01017,Healthcare Facilities,Equity
539807,INFIBEAM AVENUES LIMITED,INFIBEAM,Infibeam Avenues Ltd,Active,A ,1,INE483S01020,Internet Software & Services,Equity
539844,Equitas Holdings Limited,EQUITAS,Equitas Holdings Ltd,Active,A ,10,INE988K01017,Holding Companies,Equity
539871,Thyrocare Technologies Limited,THYROCARE,Thyrocare Technologies Ltd,Active,A ,10,INE594H01019,Healthcare Services,Equity
539874,Ujjivan Financial Services Limited,UJJIVAN,Ujjivan Financial Services Ltd,Active,A ,10,INE334L01012,Finance (including NBFCs),Equity
539876,Crompton Greaves Consumer Electricals Limited,CROMPTON,Crompton Greaves Consumer Electricals Ltd,Active,A ,2,INE299U01018,Household Appliances,Equity
539883,Pilani Investment And Industries Corporation Limited,PILANIINVS,Pilani Investment and Industries Corporation Ltd,Active,A ,10,INE417C01014,Holding Companies,Equity
539889,Parag Milk Foods Limited,PARAGMILK,Parag Milk Foods Ltd,Active,A ,10,INE883N01014,Packaged Foods,Equity
539957,Mahanagar Gas Limited,MGL,Mahanagar Gas Ltd,Active,A ,10,INE002S01010,Utilities:Non-Elec.,Equity
539978,Quess Corp Limited,QUESS,Quess Corp Ltd,Active,A ,10,INE615P01015,Diversified,Equity
540005,Larsen & Toubro Infotech Limited,LTI,Larsen & Toubro Infotech Ltd,Active,A ,1,INE214T01019,IT Consulting & Software,Equity
540025,Advanced Enzyme Technologies Limited,ADVENZYMES,Advanced Enzyme Technologies Ltd,Active,A ,2,INE837H01020,Other Agricultural Products,Equity
540047,Dilip Buildcon Limited,DBL,Dilip Buildcon Ltd,Active,A ,10,INE917M01012,Roads & Highways,Equity
540064,Future Retail Ltd.,FRETAIL,Future Retail Ltd,Active,A ,2,INE752P01024,Department Stores,Equity
540065,RBL Bank Limited,RBLBANK,RBL Bank Ltd,Active,A ,10,INE976G01028,Banks,Equity
540115,L&T Technology Services Limited,LTTS,L&T Technology Services Ltd,Active,A ,2,INE010V01017,Internet Software & Services,Equity
540133,ICICI Prudential Life Insurance Company Limited,ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,Active,A ,10,INE726G01019,Life Insurance,Equity
540153,Endurance Technologies Limited,ENDURANCE,Endurance Technologies Ltd,Active,A ,10,INE913H01037,Auto Parts & Equipment,Equity
540180,Varun Beverages Limited,VBL,Varun Beverages Ltd,Active,A ,10,INE200M01013,Non-alcoholic Beverages,Equity
540203,Sheela Foam Limited,SFL,Sheela Foam Ltd,Active,A ,5,INE916U01025,Furniture-Furnishing-Paints,Equity
540212,TCI Express Limited,TCIEXP,TCI Express Ltd,Active,A ,2,INE586V01016,Transportation - Logistics,Equity
540222,Laurus Labs Limited,LAURUSLABS,Laurus Labs Ltd,Active,A ,2,INE947Q01028,Pharmaceuticals,Equity
540293,Pricol Limited,PRICOLLTD,Pricol Ltd,Active,A ,1,INE726V01018,Auto Parts & Equipment,Equity
540376,Avenue Supermarts Limited,DMART,Avenue Supermarts Ltd,Active,A ,10,INE192R01011,Department Stores,Equity
540425,Shankara Building Products Limited,SHANKARA,Shankara Building Products Ltd,Active,A ,10,INE274V01019,Iron & Steel Products,Equity
540530,Housing &Urban Development Corporation Ltd.,HUDCO,Housing & Urban Development Corporation Ltd,Active,A ,10,INE031A01017,Housing Finance ,Equity
540544,PSP Projects Limited,PSPPROJECT,PSP Projects Ltd,Active,A ,10,INE488V01015,Construction & Engineering,Equity
540575,Star Cement Limited,STARCEMENT,Star Cement Ltd,Active,A ,1,INE460H01021,Cement & Cement Products,Equity
540596,Eris Lifesciences Limited,ERIS,Eris Lifesciences Ltd,Active,A ,1,INE406M01024,Pharmaceuticals,Equity
540611,AU Small Finance Bank Limited,AUBANK,AU Small Finance Bank Ltd,Active,A ,10,INE949L01017,Banks,Equity
540673,SIS LIMITED,SIS,SIS Ltd,Active,A ,5,INE285J01028,Sp.Consumer Services,Equity
540678,Cochin Shipyard Limited,COCHINSHIP,Cochin Shipyard Ltd,Active,A ,10,INE704P01017,Shipping,Equity
540691,Aditya Birla Capital Ltd,ABCAPITAL,Aditya Birla Capital Ltd,Active,A ,10,INE674K01013,Holding Companies,Equity
540692,Apex Frozen Foods Limited,APEX,Apex Frozen Foods Ltd,Active,A ,10,INE346W01013,Packaged Foods,Equity
540699,Dixon Technologies (India) Limited,DIXON,Dixon Technologies (India) Ltd,Active,A ,2,INE935N01020,Consumer Electronics,Equity
540701,Dishman Carbogen Amcis Limited,DCAL,Dishman Carbogen Amcis Ltd,Active,A ,2,INE385W01011,Pharmaceuticals,Equity
540716,ICICI Lombard General Insurance Company Limited ,ICICIGI,ICICI Lombard General Insurance Company Ltd,Active,A ,10,INE765G01017,General Insurance,Equity
540719,SBI Life Insurance Company Limited,SBILIFE,SBI Life Insurance Company Ltd,Active,A ,10,INE123W01016,Life Insurance,Equity
